Product ,Flow,State,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
314--Textile Mill Products,Exports,South Carolina,4.0,7.0,8.0,16.0,10.0,14.0,10.0,9.0,14.0,15.0,16.0,12.0,16.0,15.0,25.0,33.0
323--Printed Matter & Related Products,Exports,South Carolina,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,16.0
311--Processed Foods,Exports,South Carolina,4.0,8.0,13.0,20.0,26.0,24.0,21.0,18.0,19.0,20.0,15.0,16.0,18.0,21.0,10.0,15.0
930--Used Or Second-Hand Merchandise,Exports,South Carolina,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,8.0,9.0,12.0
910--Waste And Scrap,Exports,South Carolina,6.0,6.0,6.0,4.0,4.0,7.0,7.0,5.0,5.0,5.0,6.0,4.0,18.0,22.0,24.0,10.0
990--Other Special Classification Provisions,Exports,South Carolina,0.0,0.0,1.0,1.0,11.0,26.0,22.0,24.0,11.0,11.0,8.0,7.0,19.0,17.0,17.0,8.0
315--Apparel & Accessories,Exports,South Carolina,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0
337--Furniture & Fixtures,Exports,South Carolina,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,20.0,4.0,4.0,5.0,6.0,5.0
111--Agricultural Products,Exports,South Carolina,0.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
113--Forestry Products,Exports,South Carolina,1.0,1.0,5.0,8.0,1.0,6.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,4.0,3.0
324--Petroleum & Coal Products,Exports,South Carolina,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0
321--Wood Products,Exports,South Carolina,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
316--Leather & Allied Products,Exports,South Carolina,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,25.0,35.0,9.0,4.0,1.0
212--Minerals & Ores,Exports,South Carolina,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
312--Beverages & Tobacco Products,Exports,South Carolina,0.0,0.0,0.0,0.0,1.5,3.0,2.4,1.8,1.2000000000000002,0.6000000000000001,0.0,0.0,0.0,1.0,0.5,0.0
114--Fish & Other Marine Products,Exports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112--Livestock & Livestock Products,Exports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,South Carolina,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Exports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Exports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,South Dakota,23.0,45.0,55.0,58.0,65.0,71.0,70.0,72.0,83.0,79.0,57.0,77.0,96.0,78.0,92.0,102.0
336--Transportation Equipment,Imports,South Dakota,9.0,22.0,19.0,18.0,20.0,26.0,24.0,16.0,24.0,12.0,13.0,13.0,15.0,32.0,41.0,50.0
"333--Machinery, Except Electrical",Imports,South Dakota,9.0,14.0,18.0,27.0,32.0,33.0,29.0,29.0,33.0,34.0,18.0,42.0,61.0,18.0,17.0,16.0
326--Plastics & Rubber Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,5.0,15.0,13.0
322--Paper,Imports,South Dakota,3.0,5.0,9.0,6.0,7.0,6.0,8.0,6.0,6.0,8.0,8.0,10.0,9.0,11.0,5.0,6.0
332--Fabricated Metal Products,Imports,South Dakota,1.0,2.0,4.0,3.0,2.0,1.0,4.0,6.0,8.0,10.0,2.0,0.0,0.0,2.0,2.0,6.0
"335--Electrical Equipment, Appliances & Components",Imports,South Dakota,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,7.0,5.0,5.0,5.0,4.0
112--Livestock & Livestock Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,2.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,South Dakota,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
111--Agricultural Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
327--Nonmetallic Mineral Products,Imports,South Dakota,0.0,0.0,1.0,0.5,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
325--Chemicals,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
337--Furniture & Fixtures,Imports,South Dakota,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
334--Computer & Electronic Products,Imports,South Dakota,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
311--Processed Foods,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339--Miscellaneous Manufactures,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
316--Leather & Allied Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321--Wood Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930--Used Or Second-Hand Merchandise,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910--Waste And Scrap,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
331--Primary Metal Manufactures,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323--Printed Matter & Related Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314--Textile Mill Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313--Textiles & Fabrics,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,South_Dakota,235.0,340.0,395.0,346.0,371.0,343.0,389.0,309.0,345.0,334.0,316.0,314.0,425.0,522.0,509.0,419.0
311--Processed Foods,Exports,South_Dakota,127.0,191.0,189.0,186.0,200.0,193.0,138.0,136.0,153.0,116.0,103.0,105.0,183.0,261.0,218.0,136.0
312--Beverages & Tobacco Products,Exports,South_Dakota,79.0,97.0,165.0,129.0,90.0,59.0,89.0,72.0,87.0,99.0,115.0,105.0,159.0,133.0,121.0,108.0
111--Agricultural Products,Exports,South_Dakota,1.0,6.0,4.0,1.0,32.0,40.0,32.0,12.0,29.0,45.0,42.0,65.0,28.0,60.0,87.0,105.0
"333--Machinery, Except Electrical",Exports,South_Dakota,6.0,9.0,6.0,7.0,8.0,19.0,93.0,63.0,38.0,27.0,20.0,15.0,16.0,26.0,22.0,21.0
339--Miscellaneous Manufactures,Exports,South_Dakota,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0
322--Paper,Exports,South_Dakota,3.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,7.0,10.0
212--Minerals & Ores,Exports,South_Dakota,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,5.0,7.0,7.0,8.0,9.0
334--Computer & Electronic Products,Exports,South_Dakota,3.0,1.0,4.0,4.0,6.0,6.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,9.0,7.0
336--Transportation Equipment,Exports,South_Dakota,1.0,1.0,1.0,1.0,1.0,6.0,8.0,2.0,4.0,5.0,6.0,3.0,3.0,6.0,10.0,6.0
332--Fabricated Metal Products,Exports,South_Dakota,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0
930--Used Or Second-Hand Merchandise,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
"335--Electrical Equipment, Appliances & Components",Exports,South_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326--Plastics & Rubber Products,Exports,South_Dakota,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313--Textiles & Fabrics,Exports,South_Dakota,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0
331--Primary Metal Manufactures,Exports,South_Dakota,5.0,12.0,9.0,11.0,10.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
323--Printed Matter & Related Products,Exports,South_Dakota,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
316--Leather & Allied Products,Exports,South_Dakota,4.0,13.0,7.0,0.0,17.0,12.0,10.0,7.0,11.0,14.0,12.0,3.0,11.0,9.0,7.0,0.0
321--Wood Products,Exports,South_Dakota,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325--Chemicals,Exports,South_Dakota,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0
324--Petroleum & Coal Products,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337--Furniture & Fixtures,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910--Waste And Scrap,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327--Nonmetallic Mineral Products,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Exports,South_Dakota,0.0,0.0,1.0,0.8333333333333334,0.6666666666666667,0.5,0.33333333333333337,0.16666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314--Textile Mill Products,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
114--Fish & Other Marine Products,Exports,South_Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Tennessee,3230.0,3668.0,3809.0,4963.0,5686.0,6727.0,7231.0,7306.0,7008.0,8284.0,10262.0,10373.0,11353.0,11476.0,14044.0,14757.0
336--Transportation Equipment,Imports,Tennessee,1331.0,1513.0,1545.0,2125.0,2587.0,3287.0,3659.0,3449.0,3322.0,4337.0,6120.0,6535.0,7049.0,6375.0,8846.0,9906.0
"333--Machinery, Except Electrical",Imports,Tennessee,297.0,398.0,456.0,477.0,543.0,683.0,675.0,750.0,704.0,718.0,688.0,766.0,981.0,1244.0,1288.0,1473.0
334--Computer & Electronic Products,Imports,Tennessee,477.0,429.0,391.0,671.0,887.0,952.0,951.0,1214.0,951.0,933.0,1069.0,850.0,742.0,975.0,989.0,840.0
"335--Electrical Equipment, Appliances & Components",Imports,Tennessee,354.0,431.0,392.0,496.0,475.0,457.0,590.0,554.0,592.0,635.0,707.0,717.0,632.0,564.0,649.0,650.0
326--Plastics & Rubber Products,Imports,Tennessee,74.0,91.0,109.0,122.0,140.0,168.0,199.0,192.0,197.0,233.0,230.0,196.0,252.0,379.0,463.0,396.0
332--Fabricated Metal Products,Imports,Tennessee,155.0,177.0,262.0,315.0,334.0,365.0,344.0,356.0,337.0,369.0,408.0,387.0,493.0,417.0,374.0,319.0
315--Apparel & Accessories,Imports,Tennessee,129.0,151.0,190.0,192.0,195.0,206.0,197.0,156.0,240.0,305.0,325.0,201.0,342.0,328.0,297.0,257.0
325--Chemicals,Imports,Tennessee,53.0,53.0,54.0,70.0,58.0,77.0,117.0,98.0,110.0,109.0,105.0,125.0,116.0,147.0,162.0,214.0
327--Nonmetallic Mineral Products,Imports,Tennessee,83.0,132.0,119.0,141.0,109.0,107.0,108.0,110.0,110.0,123.0,140.0,123.0,138.0,182.0,187.0,157.0
339--Miscellaneous Manufactures,Imports,Tennessee,78.0,79.0,59.0,85.0,91.0,123.0,121.0,127.0,124.0,137.0,132.0,157.0,227.0,275.0,312.0,139.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Tennessee,51.0,61.0,68.0,85.0,80.0,94.0,88.0,124.0,132.0,138.0,152.0,142.0,135.0,264.0,168.0,96.0
316--Leather & Allied Products,Imports,Tennessee,5.0,13.0,14.0,27.0,36.0,51.0,43.0,18.0,34.0,66.0,23.0,24.0,42.0,87.0,105.0,87.0
337--Furniture & Fixtures,Imports,Tennessee,16.0,14.0,11.0,13.0,15.0,43.0,40.0,30.0,35.0,41.0,53.0,42.0,61.0,52.0,47.0,66.0
311--Processed Foods,Imports,Tennessee,18.0,15.0,13.0,17.0,13.0,20.0,15.0,25.0,9.0,9.0,11.0,17.0,32.0,47.0,21.0,36.0
314--Textile Mill Products,Imports,Tennessee,15.0,17.0,12.0,17.0,18.0,19.0,14.0,12.0,13.0,20.0,21.0,23.0,16.0,22.0,29.0,32.0
312--Beverages & Tobacco Products,Imports,Tennessee,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,14.0,24.0
313--Textiles & Fabrics,Imports,Tennessee,3.0,3.0,3.0,4.0,6.0,5.0,4.0,6.0,7.0,11.0,11.0,9.0,12.0,20.0,25.0,23.0
322--Paper,Imports,Tennessee,1.0,1.0,5.0,9.0,11.0,12.0,13.0,12.0,14.0,9.0,5.0,10.0,14.0,17.0,29.0,12.0
331--Primary Metal Manufactures,Imports,Tennessee,33.0,21.0,26.0,71.0,65.0,40.0,32.0,36.0,36.0,47.0,37.0,22.0,28.0,41.0,19.0,12.0
323--Printed Matter & Related Products,Imports,Tennessee,2.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,10.0,6.0,5.0
910--Waste And Scrap,Imports,Tennessee,5.0,10.0,3.0,13.0,14.0,8.0,12.0,19.0,30.0,36.0,13.0,13.0,26.0,18.0,7.0,4.0
324--Petroleum & Coal Products,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
321--Wood Products,Imports,Tennessee,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0
111--Agricultural Products,Imports,Tennessee,11.0,21.0,15.0,6.0,7.0,5.0,5.0,9.0,9.0,5.0,4.0,4.0,1.0,3.0,2.0,2.0
990--Other Special Classification Provisions,Imports,Tennessee,37.0,35.0,54.0,43.4,32.8,22.200000000000003,11.600000000000001,1.0,0.8333333333333334,0.6666666666666667,0.5,0.33333333333333337,0.16666666666666674,0.0,2.0,1.0
930--Used Or Second-Hand Merchandise,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
212--Minerals & Ores,Imports,Tennessee,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Tennessee,2362.0,3039.0,3813.0,4232.0,4484.0,5077.0,4911.0,4468.0,4698.0,4866.0,4195.0,3328.0,4062.0,4800.0,6088.0,6711.0
336--Transportation Equipment,Exports,Tennessee,571.0,780.0,855.0,920.0,1068.0,1248.0,1084.0,892.0,838.0,729.0,533.0,435.0,464.0,879.0,1404.0,1597.0
"333--Machinery, Except Electrical",Exports,Tennessee,161.0,363.0,583.0,722.0,668.0,680.0,732.0,690.0,726.0,757.0,710.0,565.0,686.0,704.0,792.0,834.0
"335--Electrical Equipment, Appliances & Components",Exports,Tennessee,67.0,74.0,99.0,136.0,165.0,170.0,207.0,199.0,233.0,257.0,280.0,237.0,242.0,249.0,294.0,749.0
326--Plastics & Rubber Products,Exports,Tennessee,122.0,179.0,234.0,288.0,306.0,321.0,278.0,298.0,344.0,331.0,341.0,275.0,283.0,334.0,498.0,611.0
334--Computer & Electronic Products,Exports,Tennessee,295.0,205.0,209.0,264.0,276.0,449.0,604.0,512.0,461.0,499.0,335.0,270.0,341.0,427.0,596.0,565.0
325--Chemicals,Exports,Tennessee,295.0,372.0,448.0,494.0,521.0,642.0,588.0,491.0,525.0,500.0,377.0,350.0,431.0,461.0,542.0,521.0
331--Primary Metal Manufactures,Exports,Tennessee,179.0,220.0,356.0,313.0,390.0,441.0,328.0,318.0,303.0,433.0,372.0,249.0,396.0,453.0,504.0,471.0
322--Paper,Exports,Tennessee,134.0,192.0,239.0,291.0,344.0,330.0,389.0,387.0,459.0,460.0,444.0,398.0,550.0,513.0,458.0,417.0
332--Fabricated Metal Products,Exports,Tennessee,86.0,103.0,148.0,189.0,213.0,290.0,293.0,294.0,309.0,278.0,219.0,165.0,180.0,239.0,319.0,337.0
313--Textiles & Fabrics,Exports,Tennessee,24.0,29.0,48.0,69.0,69.0,51.0,24.0,58.0,96.0,133.0,152.0,89.0,148.0,129.0,130.0,153.0
339--Miscellaneous Manufactures,Exports,Tennessee,50.0,65.0,76.0,109.0,85.0,80.0,109.0,78.0,84.0,89.0,83.0,69.0,77.0,85.0,210.0,149.0
311--Processed Foods,Exports,Tennessee,62.0,64.0,66.0,97.0,71.0,55.0,30.0,35.0,61.0,91.0,60.0,53.0,65.0,61.0,74.0,72.0
324--Petroleum & Coal Products,Exports,Tennessee,5.0,10.0,7.0,5.0,9.0,8.0,7.0,8.0,29.0,135.0,121.0,22.0,20.0,40.0,58.0,56.0
327--Nonmetallic Mineral Products,Exports,Tennessee,14.0,26.0,24.0,32.0,29.0,33.0,29.0,35.0,38.0,41.0,42.0,44.0,46.0,67.0,52.0,39.0
111--Agricultural Products,Exports,Tennessee,214.0,247.0,268.0,177.0,142.0,144.0,100.0,54.0,58.0,14.0,1.0,1.0,9.0,18.0,26.0,19.0
930--Used Or Second-Hand Merchandise,Exports,Tennessee,0.0,0.0,0.0,2.0,3.0,10.0,3.0,4.0,5.0,4.0,9.0,6.0,7.0,16.0,21.0,19.0
315--Apparel & Accessories,Exports,Tennessee,13.0,14.0,15.0,14.0,16.0,13.0,12.0,9.0,7.0,10.0,10.0,12.0,19.0,32.0,17.0,17.0
321--Wood Products,Exports,Tennessee,2.0,7.0,4.0,5.0,5.0,6.0,9.0,10.0,4.0,3.0,5.0,3.0,5.0,14.0,13.0,16.0
212--Minerals & Ores,Exports,Tennessee,14.0,16.0,15.0,34.0,20.0,29.0,19.0,22.0,23.0,27.0,24.0,23.0,22.0,24.0,16.0,12.0
314--Textile Mill Products,Exports,Tennessee,8.0,8.0,11.0,9.0,6.0,8.0,8.0,6.0,9.0,8.0,10.0,7.0,10.0,7.0,9.0,11.0
323--Printed Matter & Related Products,Exports,Tennessee,8.0,10.0,10.0,11.0,17.0,16.0,22.0,6.0,8.0,6.0,5.0,6.0,8.0,8.0,14.0,10.0
337--Furniture & Fixtures,Exports,Tennessee,5.0,7.0,8.0,9.0,10.0,11.0,12.0,9.0,8.0,10.0,11.0,3.0,3.0,20.0,20.0,9.0
112--Livestock & Livestock Products,Exports,Tennessee,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,6.0,8.0
316--Leather & Allied Products,Exports,Tennessee,3.0,6.0,13.0,20.0,30.0,28.0,9.0,21.0,29.0,24.0,29.0,34.0,34.0,8.0,9.0,7.0
113--Forestry Products,Exports,Tennessee,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0
990--Other Special Classification Provisions,Exports,Tennessee,6.0,10.0,21.0,10.0,7.0,4.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0
910--Waste And Scrap,Exports,Tennessee,2.0,3.0,1.0,2.0,2.0,3.0,4.0,24.0,32.0,14.0,12.0,7.0,8.0,6.0,2.0,4.0
312--Beverages & Tobacco Products,Exports,Tennessee,5.0,3.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Tennessee,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115--Products Supporting Agriculture And Forestry,Exports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Tennessee,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
511--Newspapers & Other Published Matter,Exports,Tennessee,15.0,23.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
211--Oil & Gas,Exports,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Texas,57001.0,79021.0,92594.0,99868.0,94678.0,90770.0,84022.0,80784.0,89246.0,106321.0,103797.0,88203.0,107652.0,140082.0,142733.0,157632.0
334--Computer & Electronic Products,Imports,Texas,16238.0,24462.0,24592.0,25834.0,23953.0,21124.0,24489.0,27088.0,29138.0,33488.0,32754.0,26268.0,29541.0,39518.0,34184.0,47958.0
336--Transportation Equipment,Imports,Texas,6489.0,10174.0,13110.0,15123.0,15495.0,16783.0,18200.0,16369.0,18577.0,25300.0,24139.0,18403.0,21146.0,31937.0,37877.0,38201.0
"335--Electrical Equipment, Appliances & Components",Imports,Texas,3850.0,4814.0,5265.0,5945.0,6712.0,7462.0,7333.0,6848.0,7498.0,8253.0,8219.0,7780.0,9192.0,10810.0,12322.0,12976.0
"333--Machinery, Except Electrical",Imports,Texas,1562.0,2152.0,2631.0,3176.0,3869.0,4200.0,3993.0,3557.0,3822.0,4962.0,5414.0,4538.0,6075.0,7047.0,8148.0,9344.0
211--Oil & Gas,Imports,Texas,15216.0,20360.0,27898.0,28075.0,23325.0,19311.0,8858.0,5864.0,7371.0,9874.0,8534.0,5680.0,8651.0,11477.0,10099.0,7435.0
111--Agricultural Products,Imports,Texas,1085.0,1273.0,1792.0,1858.0,1981.0,2428.0,2631.0,3030.0,3235.0,3671.0,3948.0,4618.0,5264.0,5702.0,5717.0,5927.0
332--Fabricated Metal Products,Imports,Texas,1249.0,1449.0,1687.0,1954.0,1963.0,2207.0,2234.0,2168.0,2501.0,2875.0,2872.0,2865.0,3629.0,4614.0,4719.0,4977.0
311--Processed Foods,Imports,Texas,1390.0,1710.0,1910.0,2068.0,2086.0,2177.0,2366.0,2354.0,2321.0,2417.0,2464.0,2876.0,3345.0,4119.0,4719.0,4949.0
339--Miscellaneous Manufactures,Imports,Texas,945.0,961.0,1160.0,1400.0,1469.0,1715.0,1754.0,2028.0,2137.0,2202.0,2789.0,2377.0,2954.0,3423.0,4092.0,4639.0
